video_id,channel_name,title,published_at,view_count,like_count,comment_count,clickbait_score,clickbait_level,engagement_rate_%
JQp_SOuJ17M,KanalZero,POLACY MAJĄ ŻABKĘ. INNI MAJĄ ...,2026-05-19T15:00:33Z,76048,746,56,2,1. Rzetelny / Neutralny,0.98
ggnbk-DhAH4,KanalZero,KOMUNIKACJA Z USA JEST NAPRAWIANA,2026-05-19T14:30:35Z,4610,51,0,4,2. Lekki marketing newsowy,1.11
Hc5sm_P0cmo,KanalZero,82. ROCZNICA BITWO O MONTE CASSINO,2026-05-19T14:00:19Z,8410,182,9,2,1. Rzetelny / Neutralny,2.16
DqRj1VIK1VE,KanalZero,KANAŁ ZERO NON STOP!,2026-05-19T13:30:19Z,60231,1330,64,4,2. Lekki marketing newsowy,2.21
MLwdmkkomyA,KanalZero,A WY CZYM SIĘ BAWILIŚCIE?,2026-05-19T13:00:27Z,2831,28,0,3,2. Lekki marketing newsowy,0.99
9jQ44CJ3svs,KanalZero,KANAŁ ZERO W AZJI!,2026-05-19T12:30:09Z,6374,103,13,3,2. Lekki marketing newsowy,1.62
CvC13x0RQM4,KanalZero,TOMASZ JASTRUN CHCE MORDOWAĆ WYBORCÓW PISU,2026-05-19T12:15:01Z,7171,128,13,4,2. Lekki marketing newsowy,1.78
RkuzeCMGqIc,KanalZero,Z CZYM PACJENCI MAJĄ NAJWIĘKSZY PROBLEM?,2026-05-19T12:00:38Z,1762,14,3,3,2. Lekki marketing newsowy,0.79
J05w2vQL0dM,KanalZero,STANOWSKI: BĘDZIEMY WIĘKSI NIŻ PLANOWALIŚMY,2026-05-19T11:45:01Z,228322,5064,247,2,1. Rzetelny / Neutralny,2.22
1Uho3f_aFnA,KanalZero,UDAŁO SIĘ! ZERO NA PILOCIE TV NALEŻY DO KANAŁU ZERO,2026-05-19T11:32:01Z,248343,5457,254,3,2. Lekki marketing newsowy,2.2
mFd2ow28RLI,KanalZero,STANOWSKI: STARTUJEMY Z TELEWIZJĄ,2026-05-19T11:25:56Z,96857,1373,78,2,1. Rzetelny / Neutralny,1.42
OBmrIXgRQhs,KanalZero,STANOWSKI: STARTUJEMY! KANAŁ ZERO W TELEWIZJI!,2026-05-19T10:58:35Z,431746,23545,2436,3,2. Lekki marketing newsowy,5.45
-ToBjqJgKuM,KanalZero,USA STAWIA NA POLSKĘ,2026-05-19T10:50:00Z,9619,147,15,4,2. Lekki marketing newsowy,1.53
MJddv8MP6dM,KanalZero,"MEJZA: TEST NA PRAWO JAZDY, CO PIJE I WALKA WE FREKACH",2026-05-19T10:30:08Z,22867,101,24,2,1. Rzetelny / Neutralny,0.44
hSBgs2lefA4,KanalZero,"MONTE CASSINO WIELKIE ZWYCIĘSTWO POLAKÓW, ANDERS, NAWROCKI, WETERANI | 82 ROCZNICA",2026-05-19T10:00:50Z,19430,1833,231,4,2. Lekki marketing newsowy,9.43
1_AGKK2DR3Y,KanalZero,"PONAD 130 OSÓB NIE ŻYJE, WHO WYDAŁO MIĘDZYNARODOWE OSTRZEŻENIA PRZED EBOLĄ",2026-05-19T09:00:05Z,57938,1786,320,2,1. Rzetelny / Neutralny,3.08
pbk1TQgEbBk,KanalZero,TRUMP LUBI NAWROCKIEGO. USA CHCĄ NAS WSPIERAĆ,2026-05-19T08:38:02Z,4549,38,6,4,2. Lekki marketing newsowy,0.84
OKsufLi7eHg,KanalZero,ANDRZEJCZAK O WOJSKACH AMERYKAŃSKICH W POLSCE,2026-05-19T08:10:29Z,19941,177,3,4,2. Lekki marketing newsowy,0.89
jCQ8WRVFrB4,KanalZero,ŁUKASZ MEJZA I JACEK PRUSINOWSKI - PORANNE ROZMOWY ZERO,2026-05-19T07:41:25Z,44624,1541,978,2,1. Rzetelny / Neutralny,3.45
29DwmHq7xJ4,KanalZero,MISZALSKI ZOSTANIE ODWOŁANY? STATYSTYKI SĄ PRZECIWKO PREZYDENTOWI,2026-05-19T07:20:01Z,17897,602,27,5,2. Lekki marketing newsowy,3.36
mINkba7t3AQ,KanalZero,WSZYSTKO CO MUSISZ WIEDZIEĆ O WODZIE I SWOICH ZABAWKACH,2026-05-19T07:10:51Z,33638,886,71,3,2. Lekki marketing newsowy,2.63
MsxXAw0mXOw,KanalZero,SROCZYŃSKI: LIBERAŁOWIE NIENAWIDZĄ NAJBARDZIEJ. ELEKTORAT TUSKA RADYKALIZUJE SIĘ,2026-05-19T07:04:21Z,132096,9734,1541,4,2. Lekki marketing newsowy,7.37
mKuu-GSjNeA,KanalZero,TV REPUBLIKA ZAATAKOWANA A RZĄD BAGATELIZUJE TEMAT,2026-05-19T06:50:01Z,10483,538,25,2,1. Rzetelny / Neutralny,5.13
L2MOSumplAo,KanalZero,NAWROCKI ODWIEDZA MONTE CASSINO,2026-05-19T06:25:01Z,21579,807,33,2,1. Rzetelny / Neutralny,3.74
WbW-We74TBU,KanalZero,EUROWIZJA TO POLITYKA,2026-05-19T06:08:24Z,9818,81,10,2,1. Rzetelny / Neutralny,0.83
6LY_OTGAN0g,KanalZero,WOJSKA USA POLSCE - STAN GRY I GROUND ZERO #122,2026-05-18T20:04:12Z,57532,1919,166,4,2. Lekki marketing newsowy,3.34
fz7nApfbpUY,KanalZero,FAKTY I MITY O SAFE MUSISZ O TYM WIEDZIEĆ! (FILM PRAWA I SPRAWIEDLIWOŚCI),2026-05-18T19:39:04Z,7788,251,53,5,2. Lekki marketing newsowy,3.22
I_WXviLecQ4,KanalZero,"PRZEKAZ DNIA: CO Z WOJSKAMI USA W POLSCE?, KRAKÓW: GORĄCO PRZED REFERENDUM, INWAZJA NA SIEĆ BADAWCZĄ",2026-05-18T18:04:01Z,22687,799,44,6,3. Wysoka manipulacja algorytmiczna,3.52
VweiJ695l04,KanalZero,12 PUNKTÓW DLA IZRAELA NA EUROWIZJI. POLSKIE JURY W OGNIU KRYTYKI. OŚWIADCZENIE TVP,2026-05-18T17:53:08Z,112597,4587,1086,2,1. Rzetelny / Neutralny,4.07
ZPA4x99X8q0,KanalZero,"PIERWSZE ZATRZYMANIA, ŚLEDZTWO, NOWE INFORMACJE WS. ATAKÓW NA TV REPUBLIKA",2026-05-18T15:57:31Z,112548,4966,551,2,1. Rzetelny / Neutralny,4.41
EP3e4b8qb0Y,KanalZero,CO ZAŚPIEWA NATASZA URBAŃSKA?,2026-05-18T14:00:31Z,14286,100,0,3,2. Lekki marketing newsowy,0.7
aMq6B_2rG2s,KanalZero,JAKĄ DROGĘ MUZYCZNĄ WYBRAĆ?,2026-05-18T13:30:00Z,5113,24,2,3,2. Lekki marketing newsowy,0.47
LD2Ga7oC3I8,KanalZero,SZYBKA KARIERA I WIELKIE ODKRYCIA NIEMIECKIEGO OSZUSTA | NAUKOWE ZERO,2026-05-18T13:05:10Z,64599,2466,262,4,2. Lekki marketing newsowy,3.82
4uGX_z-Wp7g,KanalZero,ZIEMKIEWICZ O ATAKU NA TELEWIZJĘ REPUBLIKA,2026-05-18T13:00:13Z,155564,4020,98,2,1. Rzetelny / Neutralny,2.58
9bhP9me8Wsc,KanalZero,JUŻ DZISIAJ W KANALE ZERO!,2026-05-18T12:30:12Z,4633,41,1,3,2. Lekki marketing newsowy,0.88
xMSzkl6O090,KanalZero,DLA KOGO JEST SZTUKA?,2026-05-18T12:15:15Z,11534,72,1,3,2. Lekki marketing newsowy,0.62
ohlJ-obNnrw,KanalZero,EUROWIZJA 2026. JAK NAPRAWDĘ TAM BYŁO?,2026-05-18T12:01:27Z,32434,191,16,4,2. Lekki marketing newsowy,0.59
n7FICva8Qz0,KanalZero,TAJEMNICE TAJWANU,2026-05-18T11:30:38Z,8043,65,2,5,2. Lekki marketing newsowy,0.81
ayp5evfUT08,KanalZero,"WYRZUCILI EKSPERTÓW, WSTAWILI SWOICH. JAK POLITYCY PRZEJĘLI ZNANĄ SIEĆ BADAWCZĄ",2026-05-18T11:23:02Z,74383,3944,333,2,1. Rzetelny / Neutralny,5.3
COp8OwfYYR8,KanalZero,ROBERT LEWANDOWSKI ŻEGNA SIĘ Z BARCELONĄ. LECH POZNAŃ MISTRZEM POLSKI,2026-05-18T11:06:34Z,35719,811,135,2,1. Rzetelny / Neutralny,2.27
AlLYcgfM94w,KanalZero,KOLEJNY ZAMACH W EUROPIE,2026-05-18T11:00:28Z,13621,508,29,2,1. Rzetelny / Neutralny,3.73
tcpsumI4EUE,KanalZero,CHADA I ZBUKU UKRYWALI SIĘ,2026-05-18T10:40:01Z,6463,48,1,7,3. Wysoka manipulacja algorytmiczna,0.74
Bb-v8FcmyPw,KanalZero,ALICJA SZEMPLIŃSKA ZROBI KARIERĘ PO EUROWIZJI?,2026-05-18T10:15:01Z,7670,60,5,3,2. Lekki marketing newsowy,0.78
7Db4Bj1kppU,KanalZero,NAWROCKI SPOTKAŁ SIĘ MELONI,2026-05-18T09:39:44Z,201698,5614,439,2,1. Rzetelny / Neutralny,2.78
Kj5jjcIrow4,KanalZero,"NIEOCZYWISTY TAJWAN: TAJPEJ, ABORYGENI, WYSPA I TUNELE UCIECZKOWE",2026-05-18T09:00:22Z,23140,1183,58,2,1. Rzetelny / Neutralny,5.11
7FVjJfr8It0,KanalZero,KOGO SŁUCHAŁ ZBUKU?,2026-05-18T08:48:20Z,22543,112,9,3,2. Lekki marketing newsowy,0.5
5J5-7dZnm2M,KanalZero,ZŁOMNIK O CHIŃSKICH AUTACH,2026-05-18T08:01:00Z,10119,71,7,3,2. Lekki marketing newsowy,0.7
ePYTAY80E7U,KanalZero,ZBIGNIEW BOGUCKI I ROBERT MAZUREK - PORANNE ROZMOWY ZERO,2026-05-18T07:58:35Z,149360,6702,1017,2,1. Rzetelny / Neutralny,4.49
sNCRndYQpsI,KanalZero,5 ZŁ ZA PIERWSZY KONCERT,2026-05-18T07:30:21Z,16247,86,6,3,2. Lekki marketing newsowy,0.53
xMrbmWnjvtc,KanalZero,7:00: ROBERT MAZUREK & TOMASZ KAMMEL - PORANEK,2026-05-18T07:12:54Z,66984,2489,194,2,1. Rzetelny / Neutralny,3.72
uhG1Lz9Oig8,KanalZero,"ATAK W MODENIE, POLKA W CIĘŻKIM STANIE, PROBLEM EUROPY Z MIGRANTAMI",2026-05-18T07:00:44Z,156892,6264,1290,2,1. Rzetelny / Neutralny,3.99
HP9ojGpNBjo,KanalZero,ZERO ABSOLUTNE #50 - ZBUKU,2026-05-17T20:26:38Z,39798,1179,80,2,1. Rzetelny / Neutralny,2.96
LTj-FTa4Chg,KanalZero,MACIEJ MUSIAŁ POLECA 3 FILMY,2026-05-17T18:30:23Z,12955,65,4,2,1. Rzetelny / Neutralny,0.5
OgEkeiIFVc8,KanalZero,"ATAK NA TOKIO 1945, NALOT GORSZY OD BOMB ATOMOWYCH | BITWY-KAMPANIE-WOJNY",2026-05-17T17:00:32Z,20070,1121,77,5,2. Lekki marketing newsowy,5.59
ggxNMooO4fM,KanalZero,CZYSTA PROPAGANDA W TVP,2026-05-17T16:40:00Z,175558,2930,329,2,1. Rzetelny / Neutralny,1.67
0sEoBZiM-VY,KanalZero,"INTERWENCJA U PREZYDENTA KRAKOWA: MISZALSKI, BERKOWICZ, REFERENDUM I PROKURATURA (FILM KONFEDERACJI)",2026-05-17T16:00:04Z,70258,4566,614,4,2. Lekki marketing newsowy,6.5
6UFG9ReGUss,KanalZero,OBALIĆ PREZYDENTA? SCHNEPF I MICHALIK W DEBACIE TVP. WPADKI I JEDNOSTRONNY PRZEKAZ,2026-05-17T15:00:09Z,308679,14919,1861,3,2. Lekki marketing newsowy,4.83
Aubzj05iNVM,KanalZero,PROKURATURA KRYJE POLICJĘ?,2026-05-17T14:30:14Z,31826,284,12,3,2. Lekki marketing newsowy,0.89
Wdad3hBLEkA,KanalZero,JAKĄ EMOTKĄ JESTEŚ?,2026-05-17T13:30:27Z,8817,49,0,3,2. Lekki marketing newsowy,0.56
xLtm7KdHBAo,KanalZero,KOSMICI MIELI URATOWAĆ SŁOWIAN. JAK DZIAŁAŁA POLSKA SEKTA UFO? | ZERO ŚCIEMY #77,2026-05-17T13:01:33Z,68103,1958,326,3,2. Lekki marketing newsowy,2.88
OgThDNMwvZg,KanalZero,SZOKUJĄCE GŁOSOWANIE POLSKI NA EUROWIZJI,2026-05-17T12:30:35Z,656926,10044,886,2,1. Rzetelny / Neutralny,1.53
RX5dlm6ELhU,KanalZero,SKANDAL? TYLKO POLSKA DAŁA IZRAELOWI 12 PUNKTÓW W FINALE EUROWIZJI,2026-05-17T11:23:20Z,205463,9112,2550,6,3. Wysoka manipulacja algorytmiczna,4.43
ovkb2Wm97Ms,KanalZero,TAK AI ROBI APLIKACJE,2026-05-17T09:30:23Z,29914,225,7,2,1. Rzetelny / Neutralny,0.75
lXEMnjFJEC0,KanalZero,"POLICJANT ZŁAMAŁ JEJ RĘKĘ, PROKURATURA NADAL UMARZA ŚLEDZTWO",2026-05-17T09:02:05Z,29675,1373,299,3,2. Lekki marketing newsowy,4.63
COmXY36oEUA,KanalZero,POLICJA NĘKA TELEWIZJĘ REPUBLIKA. NIKT NIE REAGUJE,2026-05-17T08:00:08Z,344574,12504,620,2,1. Rzetelny / Neutralny,3.63
6aoIwGPk8r0,KanalZero,BRYTYJCZYCY MAJĄ DOŚĆ. PROTESTUJĄ PRZECIWKO IMIGRANTOM,2026-05-17T07:30:05Z,222459,8230,472,4,2. Lekki marketing newsowy,3.7
elZA5RDuu-s,KanalZero,"KONIEC ERY PROGRAMISTÓW, AI TWORZY APLIKACJE - SPRAWDZAMY JAK",2026-05-17T07:00:36Z,64671,2024,908,4,2. Lekki marketing newsowy,3.13
PR_zz7e4Wck,KanalZero,PISOWSKI MUR BYŁ ZŁY. KOALICYJNY JEST SUPER,2026-05-17T06:30:08Z,88746,2034,90,5,2. Lekki marketing newsowy,2.29
TbL1emB5itg,KanalZero,KIEROWCA WJECHAŁ W LUDZI. CO BYŁO JEGO MOTYWEM?,2026-05-16T19:20:40Z,476849,6763,869,3,2. Lekki marketing newsowy,1.42
_E92YF5qifE,KanalZero,BERLING I ŚWIERCZEWSKI KOMUNISTYCZNI GENERAŁOWIE W SŁUŻBIE ZSRR,2026-05-16T18:30:44Z,45228,2491,250,2,1. Rzetelny / Neutralny,5.51
O_Hjcu9pCrE,KanalZero,BRYTYJCZYCY PRZECIWKO MIGRACJI. KILKADZIESIĄT TYSIĘCY LUDZI NA MARSZU W LONDYNIE,2026-05-16T18:05:07Z,221689,8456,1564,4,2. Lekki marketing newsowy,3.81
yltVYfQhIP4,KanalZero,GONCIARZ WYGRYWA W SĄDZIE,2026-05-16T17:01:11Z,9482,62,0,2,1. Rzetelny / Neutralny,0.65
_xTUo-VGMgM,KanalZero,"LEWANDOWSKI ŻEGNA SIĘ Z BARCELONĄ! TO TERAZ ARABIA, STANY CZY WŁOCHY?",2026-05-16T16:42:23Z,88791,2466,233,3,2. Lekki marketing newsowy,2.78
ixZEbk9IwAM,KanalZero,DLACZEGO TAJWAŃCZYCY NOSZĄ MASECZKI?,2026-05-16T16:17:47Z,138870,1579,124,3,2. Lekki marketing newsowy,1.14
9pP_G4Uu4PA,KanalZero,REPUBLIKA NA CELOWNIKU I CISZA W NEWSROOMACH,2026-05-16T15:31:39Z,142594,8739,1396,2,1. Rzetelny / Neutralny,6.13
98F3BFN7LZs,KanalZero,ODNOWA RELACJI USA - CHINY,2026-05-16T15:00:12Z,8423,68,0,4,2. Lekki marketing newsowy,0.81
yBKmD59yzy0,KanalZero,"ANDRZEJCZAK: TAJWAN, CHINY, USA I NOWA GEOPOLITYCZNA UKŁADANKA",2026-05-16T14:01:21Z,59689,2437,141,4,2. Lekki marketing newsowy,4.08
NNgAXFeQu6Q,KanalZero,KANAŁ NIE WIEM ALE SIĘ DOWIEM ZOSTAŁ PRZEJĘTY?,2026-05-16T13:45:05Z,54952,366,104,3,2. Lekki marketing newsowy,0.67
J9UzMxnSXoE,KanalZero,ROBERT LEWANDOWSKI ODCHODZI Z BARCELONY,2026-05-16T13:24:36Z,114716,774,41,4,2. Lekki marketing newsowy,0.67
cIZ7n7jJ9J4,KanalZero,POLKA BOHATERKĄ EUROWIZJI,2026-05-16T13:01:10Z,517840,5999,484,2,1. Rzetelny / Neutralny,1.16
FpwoLvqHGDs,KanalZero,BEZI ODPOWIADA NA ZARZUTY O PRZEJĘCIE KANAŁU,2026-05-16T12:30:19Z,31017,447,35,2,1. Rzetelny / Neutralny,1.44
yqRSBbs9qeY,KanalZero,CZARY I PSEUDOMEDYCYNA. PRAWO BĘDZIE ŚCIGAĆ SZARLATANÓW,2026-05-16T12:01:29Z,18816,867,349,2,1. Rzetelny / Neutralny,4.61
B7jy_5PsHyw,KanalZero,"PROTESTUJE, CHYBA ŻE JEJ PŁACĄ",2026-05-16T11:00:13Z,96047,1684,68,2,1. Rzetelny / Neutralny,1.75
B4XbA6Peyis,KanalZero,"USA POMOGĄ NA KUBIE? PUTIN W CHINACH, ZMIANY W SŁUŻBACH MIGRACYJNYCH",2026-05-16T10:30:04Z,26042,574,12,5,2. Lekki marketing newsowy,2.2
jHam9Zn6nvs,KanalZero,"WIELKA KRADZIEŻ KANAŁU CZY KŁAMSTWO? (NWASD, BEZI, GONCIARZ, KSIĄŻULO) DLA ZASIĘGU #14",2026-05-16T10:01:00Z,342091,8288,1232,10,4. Skrajny clickbait sensacyjny,2.42
21f5C-z6Kao,KanalZero,UKRAIŃSKI POLITYK Z DUŻYMI ZARZUTAMI,2026-05-16T09:30:35Z,16692,279,22,2,1. Rzetelny / Neutralny,1.67
v_5bnaHXm3A,KanalZero,ELIZA MICHALIK WYJAŚNIA ELIZĘ MICHALIK,2026-05-16T09:01:14Z,191197,4624,240,2,1. Rzetelny / Neutralny,2.42
ZIgmgWaP4E0,KanalZero,TRUMP NIE CHCE WOJNY Z CHINAMI?,2026-05-16T08:30:13Z,37294,307,21,5,2. Lekki marketing newsowy,0.82
K5A6ypZUo1Q,KanalZero,HIPOKRYZJA MAI OSTASZEWSKIEJ,2026-05-16T08:00:15Z,23043,357,35,2,1. Rzetelny / Neutralny,1.55
XpKMxWCSveU,KanalZero,POLICJA W TV REPUBLIKA. SPRAWA STAŁA SIĘ POLITYCZNA,2026-05-16T07:30:24Z,130841,2419,190,2,1. Rzetelny / Neutralny,1.85
VxHycMZIsLs,KanalZero,"UŚMIECHNIĘTA GRENDA, HIPOKRYZJA OSTASZEWSKIEJ, KELNERKA WIELICHOWSKIEJ, DWIE TWARZE ELIZY MICHALIK",2026-05-16T07:00:33Z,572532,25299,1914,2,1. Rzetelny / Neutralny,4.42
MGcIL8PVdqw,KanalZero,TRUMP W CHINACH. XI CZEKA NA PUTINA | ŚWIAT OD ZERA #108,2026-05-15T20:10:56Z,45445,1147,47,4,2. Lekki marketing newsowy,2.52
02whshKdMuo,KanalZero,"MAZUREK: NALOT NA SAKIEWICZA, POLICJA, SŁUŻBY, PROWOKACJA",2026-05-15T19:35:06Z,415238,25295,4583,2,1. Rzetelny / Neutralny,6.09
aijwf3EHYlk,KanalZero,POLICJA W TELEWIZJI REPUBLIKA,2026-05-15T18:19:50Z,241929,9839,839,2,1. Rzetelny / Neutralny,4.07
uNZkHsYON88,KanalZero,"PRZEKAZ DNIA: POLICJA U SAKIEWICZA, MORAWIECKI VS CZARNEK, EUROWIZJA I PRAWICOWE TRZĘSIENIE W UK",2026-05-15T18:16:53Z,46654,1713,218,5,2. Lekki marketing newsowy,3.67
JdDWKaVrGZE,KanalZero,PIORUN UDERZYŁ W TURYSTÓW NA GIEWONCIE,2026-05-15T17:42:31Z,85778,428,60,2,1. Rzetelny / Neutralny,0.5
VCD2xlCnjGQ,KanalZero,ROSJA PRZEJMUJE KONTROLĘ NAD UKRAIŃSKIMI DRONAMI. ATAK NA ŁOTWĘ,2026-05-15T16:30:21Z,62871,2158,324,4,2. Lekki marketing newsowy,3.43
OZUb4IkLwAM,KanalZero,"SZEMPLIŃSKA PODBIŁA SIEĆ. IZRAEL, EUROWIZJA I WYMOWNA REAKCJA",2026-05-15T15:33:58Z,315631,10154,1929,2,1. Rzetelny / Neutralny,3.22
qtGiDzo72s4,KanalZero,SMUTNY KONIEC IMPREZY W WILANOWIE,2026-05-15T14:28:08Z,133960,1702,112,4,2. Lekki marketing newsowy,1.27
ooSM0WL3Khs,KanalZero,FESTIWAL W CANNES OD ŚRODKA!,2026-05-15T13:55:15Z,8920,69,2,3,2. Lekki marketing newsowy,0.77
CAK2dZ9vpCg,KanalZero,"ZERO DYSKUSJI #7 - PRUSINOWSKI, MAZUREK, SROCZYŃSKI, BURZYŃSKA",2026-05-15T13:55:00Z,95333,3423,245,2,1. Rzetelny / Neutralny,3.59
4DoenxmhNok,KanalZero,MINISTER POD PRESJĄ. DYREKTOR ODWOŁANY. AFERA PARTY WILANÓW,2026-05-15T13:35:00Z,106349,4688,585,5,2. Lekki marketing newsowy,4.41
bFXxK76KM40,KanalZero,OPOWIEŚCI TEDE!,2026-05-15T12:30:45Z,94148,160,4,3,2. Lekki marketing newsowy,0.17
UOVkcZvhBEg,KanalZero,"NAUKA, PRAWNICY I LOBBYŚCI W SŁUŻBIE KORPORACJI | NAUKOWE ZERO",2026-05-15T11:13:13Z,19776,986,103,2,1. Rzetelny / Neutralny,4.99
boUgo8uoViM,KanalZero,UWAŻAJACIE NA TAKICH OSZUSTÓW!,2026-05-15T10:15:05Z,365808,3022,74,3,2. Lekki marketing newsowy,0.83
k_3kaC6JRuQ,KanalZero,JAK OSIĄGNIĄĆ SUKCES W MUZYCE?,2026-05-15T10:01:18Z,27498,59,1,3,2. Lekki marketing newsowy,0.21
Gbi38zsQJZA,KanalZero,ILE ZARABIA RZECZNIK LEWICY?,2026-05-15T09:30:08Z,646897,6519,625,3,2. Lekki marketing newsowy,1.01
ZL2H-1vaCD8,KanalZero,"ADAM KALINOWSKI I ""WODOSPADY"" W KANALE ZERO!",2026-05-15T08:30:14Z,16219,168,13,3,2. Lekki marketing newsowy,1.04
Ape34srhh0Q,KanalZero,"""NOWY ALGORYTM STRATEGICZNY POLSKI"" JUŻ NIEDŁUGO W SPRZEDAŻY!",2026-05-15T08:00:15Z,4018,24,0,3,2. Lekki marketing newsowy,0.6
wZw3LQLD1jw,KanalZero,ŁUKASZ MICHNIK I GRZEGORZ SROCZYŃSKI - PORANNE ROZMOWY ZERO,2026-05-15T07:51:45Z,19679,812,215,2,1. Rzetelny / Neutralny,4.13
EeWMNRoIDkg,KanalZero,CO MYŚLĄ O TRUMPIE NA TAJWANIE?,2026-05-15T07:45:00Z,29373,250,4,5,2. Lekki marketing newsowy,0.85
6d4YfxOaSFw,KanalZero,ROBI FURORĘ POLSKIMI HITAMI PO ANGIELSKU I ZWIEDZANIE TRUMNY W NOC MUZEÓW,2026-05-15T07:20:15Z,28826,720,29,4,2. Lekki marketing newsowy,2.5
yzkA1tOYf5s,KanalZero,CO NA TAJWANIE MÓWIĄ O TRUMPIE W CHINACH?,2026-05-15T07:01:00Z,89749,2486,196,5,2. Lekki marketing newsowy,2.77
MHf6e3qD1p0,KanalZero,"LIGA DEBAT #5 - WYNIKI: PRUSINOWSKI, SROCZYŃSKI, OWSIANKO, PODGAJNIK",2026-05-14T20:49:29Z,69711,1817,260,2,1. Rzetelny / Neutralny,2.61
P8bamMLHcNA,KanalZero,AKCYZA NA RATUNEK OCHRONIE ZDROWIA! (FILM POLSKI 2050),2026-05-14T20:31:24Z,4919,118,115,6,3. Wysoka manipulacja algorytmiczna,2.4
qUsFGZdpj-M,KanalZero,"PRZEKAZ DNIA: WIZYTA TRUMPA W CHINACH, POLITYCZNY BAJZEL Z KRYPTO, WOJSKA USA W POLSCE",2026-05-14T18:27:54Z,27390,802,52,5,2. Lekki marketing newsowy,2.93
t8CHMh4at0g,KanalZero,TRUMP PONOWNIE W CHINACH. CO TAM ROBI?,2026-05-14T17:45:07Z,32769,289,18,5,2. Lekki marketing newsowy,0.88
ccUPV5VwElw,KanalZero,TOMMY ROBINSON - DO NIEGO JECHAŁ TARCZYŃSKI. LONDYN PRZED ANTYIMIGRANCKIM MARSZEM,2026-05-14T17:28:49Z,81440,3005,579,2,1. Rzetelny / Neutralny,3.69
7vELtGsjVtI,KanalZero,"MAJA OSTASZEWSKA - HIPOKRYZJA, ZWIERZĘTA, GRANICA I GLOBALNE OCIEPLENIE",2026-05-14T16:00:11Z,250011,12227,1969,2,1. Rzetelny / Neutralny,4.89
8oY4Nvk62X4,KanalZero,PRZYJACIELE TRUMP I XI. CHIŃSKIE PRZYJĘCIE PREZYDENTA USA,2026-05-14T15:02:58Z,99856,2917,192,4,2. Lekki marketing newsowy,2.92
629uMNGWSvI,KanalZero,PROF. MATCZAK O UCIECZCE ZIOBRO,2026-05-14T14:30:10Z,17556,90,78,2,1. Rzetelny / Neutralny,0.51
b7FsIHY98OU,KanalZero,MŁODZI MÓWIĄ LEPIEJ PO ANGIELSKU?,2026-05-14T14:15:06Z,52628,282,41,3,2. Lekki marketing newsowy,0.54
YC4nsZHkQcc,KanalZero,ZMIANA WARTY NA TAJWANIE,2026-05-14T14:00:57Z,22388,229,22,2,1. Rzetelny / Neutralny,1.02
